queue_id,event_id,queue_status,priority,bucket,next_action,audit_stage,human_audit_status,next_human_action,internal_status,verification_state,primary_source_verified,trigger_citation_count,trigger_replayable_anchor_count,primary_observation_source_count,primary_replayable_observation_source_count,machine_blockers,last_decision_actor,trigger_url_hosts,packet_path
44,china-pboc-crypto-ban-2021,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,1,1,2,2,,,www.pbc.gov.cn,analysis/review_queue/packets/0044-china-pboc-crypto-ban-2021.md
49,chipmixer-doj-2023,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,1,1,2,2,,,www.justice.gov,analysis/review_queue/packets/0049-chipmixer-doj-2023.md
52,circle-usdc-tornado-2022,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,1,2,1,,,etherscan.io;www.circle.com,analysis/review_queue/packets/0052-circle-usdc-tornado-2022.md
55,coinbase-india-exit-2022,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,1,1,1,1,,,www.coinbase.com,analysis/review_queue/packets/0055-coinbase-india-exit-2022.md
56,coinbase-irs-john-doe-summons-2016,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,2,1,1,,,www.justice.gov,analysis/review_queue/packets/0056-coinbase-irs-john-doe-summons-2016.md
60,cryptex-ofac-2024,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,1,7,4,,,home.treasury.gov;ofac.treasury.gov,analysis/review_queue/packets/0060-cryptex-ofac-2024.md
62,dprk-usdt-network-ofac-2025,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,1,6,4,,,home.treasury.gov;ofac.treasury.gov,analysis/review_queue/packets/0062-dprk-usdt-network-ofac-2025.md
69,eu-12th-russia-sanctions-2023,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,1,1,2,2,,,eur-lex.europa.eu,analysis/review_queue/packets/0069-eu-12th-russia-sanctions-2023.md
76,eu-mica-2023,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,1,1,2,2,,,eur-lex.europa.eu,analysis/review_queue/packets/0076-eu-mica-2023.md
90,funnull-cdn-ofac-2025,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,1,6,4,,,home.treasury.gov;ofac.treasury.gov,analysis/review_queue/packets/0090-funnull-cdn-ofac-2025.md
93,garantex-ofac-2022,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,2,2,2,,,home.treasury.gov;ofac.treasury.gov,analysis/review_queue/packets/0093-garantex-ofac-2022.md
97,grinex-garantex-successor-ofac-2025,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,1,3,2,,,home.treasury.gov;ofac.treasury.gov,analysis/review_queue/packets/0097-grinex-garantex-successor-ofac-2025.md
104,hydra-doj-2022,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,1,1,1,,,home.treasury.gov;www.justice.gov,analysis/review_queue/packets/0104-hydra-doj-2022.md
105,hydra-ofac-2022,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,2,2,2,,,home.treasury.gov;ofac.treasury.gov,analysis/review_queue/packets/0105-hydra-ofac-2022.md
108,india-rbi-crypto-ban-2018,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,1,1,1,,,rbidocs.rbi.org.in;www.rbi.org.in,analysis/review_queue/packets/0108-india-rbi-crypto-ban-2018.md
116,irgc-ransomware-ofac-2022,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,1,1,1,,,home.treasury.gov;ofac.treasury.gov,analysis/review_queue/packets/0116-irgc-ransomware-ofac-2022.md
133,korea-travel-rule-2022,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,1,1,2,2,,,www.fsc.go.kr,analysis/review_queue/packets/0133-korea-travel-rule-2022.md
135,kraken-sec-staking-2023,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,2,2,2,,,blog.kraken.com;www.sec.gov,analysis/review_queue/packets/0135-kraken-sec-staking-2023.md
141,lazarus-entity-ofac-2019,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,1,1,1,,,home.treasury.gov;ofac.treasury.gov,analysis/review_queue/packets/0141-lazarus-entity-ofac-2019.md
142,lazarus-laundering-ofac-2020,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,1,1,1,,,home.treasury.gov;ofac.treasury.gov,analysis/review_queue/packets/0142-lazarus-laundering-ofac-2020.md
144,lockbit-affiliates-ofac-2024,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,1,5,4,,,home.treasury.gov;ofac.treasury.gov,analysis/review_queue/packets/0144-lockbit-affiliates-ofac-2024.md
145,lockbit-leader-ofac-2024,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,1,1,1,,,home.treasury.gov;ofac.treasury.gov,analysis/review_queue/packets/0145-lockbit-leader-ofac-2024.md
148,matveev-ofac-2023,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,1,1,1,,,home.treasury.gov;ofac.treasury.gov,analysis/review_queue/packets/0148-matveev-ofac-2023.md
159,nigeria-cbn-crypto-ban-2021,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,1,1,1,1,,,web.archive.org,analysis/review_queue/packets/0159-nigeria-cbn-crypto-ban-2021.md
160,nydfs-bitlicense-2015-06,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,2,3,3,,,web.archive.org;www.dfs.ny.gov,analysis/review_queue/packets/0160-nydfs-bitlicense-2015-06.md
177,pertsev-nl-arrest-2022,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,1,1,1,1,,,www.fiod.nl,analysis/review_queue/packets/0177-pertsev-nl-arrest-2022.md
181,powell-unlicensed-bitcoin-exchange-2014,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,1,1,1,1,,,www.justice.gov,analysis/review_queue/packets/0181-powell-unlicensed-bitcoin-exchange-2014.md
184,ripple-fincen-xrp-2015,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,2,2,2,,,www.fincen.gov;www.justice.gov,analysis/review_queue/packets/0184-ripple-fincen-xrp-2015.md
188,russia-election-interference-ofac-2020,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,1,3,2,,,home.treasury.gov;ofac.treasury.gov,analysis/review_queue/packets/0188-russia-election-interference-ofac-2020.md
192,russian-cyber-theft-ofac-2020,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,1,3,2,,,home.treasury.gov;ofac.treasury.gov,analysis/review_queue/packets/0192-russian-cyber-theft-ofac-2020.md
193,russian-cybercrime-infra-ofac-2025,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,1,1,1,,,home.treasury.gov;ofac.treasury.gov,analysis/review_queue/packets/0193-russian-cybercrime-infra-ofac-2025.md
195,samourai-doj-2024,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,1,2,2,,,www.justice.gov,analysis/review_queue/packets/0195-samourai-doj-2024.md
196,sec-beaxy-platform-shutdown-2023,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,2,2,2,,,www.sec.gov,analysis/review_queue/packets/0196-sec-beaxy-platform-shutdown-2023.md
200,sec-v-binance-2023,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,1,1,2,2,,,www.sec.gov,analysis/review_queue/packets/0200-sec-v-binance-2023.md
201,sec-v-bittrex-2023,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,2,2,2,,,www.sec.gov,analysis/review_queue/packets/0201-sec-v-bittrex-2023.md
202,sec-v-coinbase-2023,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,2,2,2,,,www.coinbase.com;www.sec.gov,analysis/review_queue/packets/0202-sec-v-coinbase-2023.md
209,semenov-ofac-2023,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,1,6,4,,,home.treasury.gov;ofac.treasury.gov,analysis/review_queue/packets/0209-semenov-ofac-2023.md
211,sichuan-silence-ofac-2024,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,1,1,1,,,home.treasury.gov;ofac.treasury.gov,analysis/review_queue/packets/0211-sichuan-silence-ofac-2024.md
212,silk-road-doj-seizure-2013,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,2,2,2,,,www.justice.gov,analysis/review_queue/packets/0212-silk-road-doj-seizure-2013.md
218,storm-semenov-doj-2023,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,1,1,1,1,,,www.justice.gov,analysis/review_queue/packets/0218-storm-semenov-doj-2023.md
219,suex-ofac-2021,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,1,5,4,,,home.treasury.gov;ofac.treasury.gov,analysis/review_queue/packets/0219-suex-ofac-2021.md
221,teraexchange-cftc-bitcoin-swap-2015,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,2,2,2,,,www.cftc.gov,analysis/review_queue/packets/0221-teraexchange-cftc-bitcoin-swap-2015.md
222,tether-doj-pig-butchering-freeze-2023,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,2,2,2,,,tether.to;www.justice.gov,analysis/review_queue/packets/0222-tether-doj-pig-butchering-freeze-2023.md
223,tether-dprk-precommit-freeze-2025,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,2,3,2,,,usdtbanlist.com,analysis/review_queue/packets/0223-tether-dprk-precommit-freeze-2025.md
225,tether-retroactive-sweep-2023,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,2,4,3,,,usdtbanlist.com,analysis/review_queue/packets/0225-tether-retroactive-sweep-2023.md
231,tornado-cash-ofac-2022,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,1,13,12,,,ofac.treasury.gov,analysis/review_queue/packets/0231-tornado-cash-ofac-2022.md
232,tornado-cash-ofac-delisting-2025,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,1,12,11,,,home.treasury.gov;ofac.treasury.gov,analysis/review_queue/packets/0232-tornado-cash-ofac-delisting-2025.md
233,tornado-cash-ofac-redesignation-2022,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,1,4,3,,,home.treasury.gov;ofac.treasury.gov,analysis/review_queue/packets/0233-tornado-cash-ofac-redesignation-2022.md
238,turkey-cbrt-crypto-ban-2021,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,1,1,1,1,,,web.archive.org,analysis/review_queue/packets/0238-turkey-cbrt-crypto-ban-2021.md
246,uniswap-frontend-delisting-2023,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,1,1,2,2,,,blog.uniswap.org,analysis/review_queue/packets/0246-uniswap-frontend-delisting-2023.md
262,zservers-ofac-2025,pending,70,legacy_admitted_primary_source_recheck,human_primary_source_recheck,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,verified,legacy_admitted_pending_v0_3_primary_source,False,2,1,1,1,,,home.treasury.gov;ofac.treasury.gov,analysis/review_queue/packets/0262-zservers-ofac-2025.md
207,sec-v-uniswap-wells-notice-2024,pending,90,legacy_rejected_reference_review,confirm_rejected_reference_or_defer,llm_prescreen_no_machine_blocker,awaiting_human_audit,human_primary_source_confirmation,retracted,legacy_rejected_reference,False,2,2,2,2,,,blog.uniswap.org;www.sec.gov,analysis/review_queue/packets/0207-sec-v-uniswap-wells-notice-2024.md
